,GOLD Analysis Project ID
17809,Ga0494186
17810,Ga0397555
17811,Ga0135127
17812,Ga0370499
17813,Ga0311334
17814,Ga0222421
17815,Ga0105006
17816,Ga0209588
17817,Ga0244893
17818,Ga0026798
17819,Ga0116845
17820,Ga0121347
17821,Ga0024821
17822,Ga0184610
17823,Ga0207675
17824,Ga0116113
17825,Ga0500066
17826,Ga0182744
17827,Ga0255190
17828,Ga0373894
17829,Ga0194061
17830,Ga0217529
17831,Ga0208067
17832,Ga0207464
17833,Ga0401372
17834,Ga0163163
17835,Ga0190337
17836,Ga0135506
17837,Ga0167477
17838,Ga0208791
17839,Ga0310739
17840,Ga0068471
17841,Ga0500045
17842,Ga0246121
17843,Ga0376492
17844,Ga0024823
17845,Ga0168787
17846,Ga0255334
17847,Ga0455939
17848,Ga0245325
17849,Ga0182171
17850,Ga0495420
17851,Ga0377214
17852,Ga0209032
17853,Ga0335250
17854,Ga0451578
17855,Ga0153960
17856,Ga0450894
17857,Ga0167663
17858,Ga0207836
17859,Ga0239494
17860,Ga0455993
17861,Ga0209015
17862,Ga0496611
17863,Ga0211623
17864,Ga0217493
17865,Ga0242441
17866,Ga0212157
17867,Ga0121251
17868,Ga0099621
17869,Ga0451321
17870,Ga0245268
17871,Ga0394151
17872,Ga0139250
17873,Ga0055437
17874,Ga0372810
17875,Ga0122276
17876,Ga0372940
17877,Ga0105779
17878,Ga0237897
17879,Ga0375942
17880,Ga0334830
17881,Ga0115007
17882,Ga0467017
17883,Ga0466412
17884,Ga0393874
17885,Ga0237919
17886,Ga0182169
17887,Ga0008469
17888,Ga0211540
17889,Ga0110914
17890,Ga0245259
17891,Ga0451652
17892,Ga0207584
17893,Ga0208986
17894,Ga0117815
17895,Ga0207893
17896,Ga0209698
17897,Ga0371439
17898,Ga0209366
17899,Ga0121032
17900,Ga0228674
17901,Ga0098072
17902,Ga0070660
17903,Ga0002398
17904,Ga0255355
17905,Ga0180069
17906,Ga0453941
17907,Ga0182203
17908,Ga0207755
17909,Ga0315336
17910,Ga0482229
17911,Ga0224717
17912,Ga0209058
17913,Ga0371489
17914,Ga0302205
17915,Ga0376075
17916,Ga0208276
17917,Ga0115565
17918,Ga0122860
17919,Ga0222690
17920,Ga0115232
17921,Ga0004450
17922,Ga0500010
17923,Ga0117999
17924,Ga0209870
17925,Ga0454392
17926,Ga0003006
17927,Ga0485315
17928,Ga0179587
17929,Ga0209023
17930,Ga0395630
17931,Ga0169785
17932,Ga0334873
17933,Ga0484784
17934,Ga0334951
17935,Ga0453668
17936,Ga0135444
17937,Ga0483944
17938,Ga0183722
17939,Ga0436618
17940,Ga0007784
17941,Ga0099675
17942,Ga0217467
17943,Ga0495621
17944,Ga0235860
17945,Ga0208097
17946,Ga0501109
17947,Ga0453717
17948,Ga0101550
17949,Ga0105678
17950,Ga0439248
17951,Ga0208710
17952,Ga0075341
17953,Ga0456099
17954,Ga0436660
17955,Ga0000798
17956,Ga0307286
17957,Ga0164299
17958,Ga0114096
17959,Ga0210044
17960,Ga0055525
17961,Ga0315285
17962,Ga0181392
17963,Ga0181516
17964,Ga0026194
17965,Ga0011730
17966,Ga0131725
17967,Ga0214202
17968,Ga0376532
17969,Ga0209843
17970,Ga0160483
17971,Ga0181464
17972,Ga0181379
17973,Ga0213822
17974,Ga0209753
17975,Ga0121092
17976,Ga0211561
17977,Ga0306916
17978,Ga0208257
17979,Ga0494718
17980,Ga0007155
17981,Ga0104924
17982,Ga0242471
17983,Ga0070706
17984,Ga0255165
17985,Ga0024818
17986,Ga0335398
17987,Ga0499522
17988,Ga0208380
17989,Ga0208174
17990,Ga0056905
17991,Ga0182196
17992,Ga0157299
17993,Ga0212022
17994,Ga0497414
17995,Ga0001667
17996,Ga0311338
17997,Ga0265327
17998,Ga0007840
17999,Ga0208273
18000,Ga0102961
18001,Ga0121127
18002,Ga0118655
18003,Ga0245148
18004,Ga0428512
18005,Ga0428494
18006,Ga0302160
18007,Ga0105245
18008,Ga0169851
18009,Ga0103283
18010,Ga0068864
18011,Ga0111543
18012,Ga0008648
18013,Ga0482230
18014,Ga0184637
18015,Ga0137464
18016,Ga0209046
18017,Ga0466957
18018,Ga0116253
18019,Ga0244933
18020,Ga0182104
18021,Ga0210157
18022,Ga0136582
18023,Ga0397539
18024,Ga0455878
18025,Ga0371488
18026,Ga0105152
18027,Ga0168707
18028,Ga0242768
18029,Ga0208673
18030,Ga0377212
18031,Ga0209369
18032,Ga0467047
18033,Ga0373916
18034,Ga0376679
18035,Ga0004427
18036,Ga0484785
18037,Ga0120371
18038,Ga0484747
18039,Ga0169883
18040,Ga0456088
18041,Ga0244882
18042,Ga0008287
18043,Ga0026860
18044,Ga0207512
18045,Ga0183757
18046,Ga0395711
18047,Ga0134430
18048,Ga0164305
18049,Ga0453659
18050,Ga0243994
18051,Ga0114875
18052,Ga0268310
18053,Ga0118178
18054,Ga0000616
18055,Ga0119849
18056,Ga0393740
18057,Ga0122856
18058,Ga0134439
18059,Ga0134382
18060,Ga0121015
18061,Ga0104971
18062,Ga0116190
18063,Ga0307428
18064,Ga0315291
18065,Ga0005044
18066,Ga0136555
18067,Ga0311356
18068,Ga0494802
18069,Ga0209744
18070,Ga0310826
18071,Ga0026344
18072,Ga0194020
18073,Ga0209813
18074,Ga0500027
18075,Ga0485876
18076,Ga0070673
18077,Ga0168718
18078,Ga0121009
18079,Ga0121199
18080,Ga0502753
18081,Ga0246058
18082,Ga0494057
18083,Ga0066684
18084,Ga0373599
18085,Ga0121181
18086,Ga0456325
18087,Ga0526468
18088,Ga0307987
18089,Ga0209623
18090,Ga0402105
18091,Ga0207981
18092,Ga0335308
18093,Ga0497055
18094,Ga0122862
18095,Ga0100370
18096,Ga0003879
18097,Ga0007138
18098,Ga0497134
18099,Ga0244782
18100,Ga0456085
18101,Ga0302124
18102,Ga0498781
18103,Ga0121360
18104,Ga0122036
18105,Ga0006061
18106,Ga0307515
18107,Ga0058697
18108,Ga0066795
18109,Ga0121187
18110,Ga0209166
18111,Ga0211714
18112,Ga0163180
18113,Ga0451580
18114,Ga0451684
18115,Ga0190283
18116,Ga0126370
18117,Ga0302058
18118,Ga0193757
18119,Ga0494523
18120,Ga0118066
18121,Ga0485922
18122,Ga0003595
18123,Ga0099370
18124,Ga0302253
18125,Ga0211547
18126,Ga0118136
18127,Ga0207685
18128,Ga0310743
18129,Ga0265354
18130,Ga0182122
18131,Ga0105236
18132,Ga0484950
18133,Ga0102955
18134,Ga0302252
18135,Ga0255200
18136,Ga0157367
18137,Ga0119906
18138,Ga0209097
18139,Ga0255123
18140,Ga0245100
18141,Ga0111044
18142,Ga0315298
18143,Ga0049105
18144,Ga0118070
18145,Ga0208664
18146,Ga0075435
18147,Ga0075312
18148,Ga0120175
18149,Ga0226659
18150,Ga0491413
18151,Ga0485908
18152,Ga0485925
18153,Ga0307493
18154,Ga0104976
18155,Ga0119934
18156,Ga0208783
18157,Ga0372836
18158,Ga0455798
18159,Ga0068853
18160,Ga0307489
18161,Ga0302092
18162,Ga0466391
18163,Ga0370489
18164,Ga0307379
18165,Ga0498772
18166,Ga0006032
18167,Ga0118348
18168,Ga0010900
18169,Ga0486827
18170,Ga0453958
18171,Ga0120231
18172,Ga0136707
18173,Ga0116650
18174,Ga0485841
18175,Ga0494152
18176,Ga0118375
18177,Ga0209774
18178,Ga0209118
18179,Ga0003500
18180,Ga0134303
18181,Ga0335075
18182,Ga0376030
18183,Ga0247672
18184,Ga0255078
18185,Ga0500098
18186,Ga0135245
18187,Ga0228536
18188,Ga0207560
18189,Ga0456142
18190,Ga0495391
18191,Ga0400324
18192,Ga0372825
18193,Ga0058709
18194,Ga0121712
18195,Ga0302139
18196,Ga0210015
18197,Ga0120389
18198,Ga0224498
18199,Ga0308397
18200,Ga0455985
18201,Ga0209605
18202,Ga0307444
18203,Ga0193604
18204,Ga0456281
18205,Ga0485394
18206,Ga0306896
18207,Ga0070683
18208,Ga0246001
18209,Ga0115415
18210,Ga0451712
18211,Ga0315543
18212,Ga0451658
18213,Ga0395637
18214,Ga0121401
18215,Ga0119894
18216,Ga0168853
18217,Ga0210006
18218,Ga0318541
18219,Ga0209039
18220,Ga0118561
18221,Ga0307280
18222,Ga0247426
18223,Ga0208678
18224,Ga0451740
18225,Ga0101647
18226,Ga0235669
18227,Ga0208364
18228,Ga0181558
18229,Ga0116731
18230,Ga0453756
18231,Ga0496976
18232,Ga0026741
18233,Ga0008887
18234,Ga0117810
18235,Ga0187885
18236,Ga0114264
18237,Ga0307372
18238,Ga0208187
18239,Ga0498811
18240,Ga0208193
18241,Ga0494155
18242,Ga0495384
18243,Ga0211506
18244,Ga0428117
18245,Ga0004436
18246,Ga0070391
18247,Ga0484843
18248,Ga0454625
18249,Ga0217485
18250,Ga0272439
18251,Ga0493982
18252,Ga0104930
18253,Ga0246070
18254,Ga0255114
18255,Ga0097681
18256,Ga0245258
18257,Ga0484721
18258,Ga0453128
18259,Ga0208915
18260,Ga0008110
18261,Ga0497405
18262,Ga0208806
18263,Ga0210099
18264,Ga0208090
18265,Ga0236730
18266,Ga0428092
18267,Ga0222423
18268,Ga0208701
18269,Ga0118639
18270,Ga0005349
18271,Ga0102939
18272,Ga0499952
18273,Ga0026134
18274,Ga0008668
18275,Ga0394433
18276,Ga0100391
18277,Ga0495322
18278,Ga0187788
18279,Ga0428050
18280,Ga0209217
18281,Ga0137476
18282,Ga0003866
18283,Ga0169203
18284,Ga0002558
18285,Ga0395643
18286,Ga0066680
18287,Ga0501170
18288,Ga0233383
18289,Ga0224705
18290,Ga0160442
18291,Ga0120204
18292,Ga0007634
18293,Ga0228647
18294,Ga0401344
18295,Ga0114916
18296,Ga0302289
18297,Ga0255192
18298,Ga0193718
18299,Ga0118045
18300,Ga0209446
18301,Ga0395986
18302,Ga0467007
18303,Ga0102684
18304,Ga0180007
18305,Ga0245266
18306,Ga0160501
18307,Ga0209904
18308,Ga0510122
18309,Ga0209234
18310,Ga0066412
18311,Ga0208264
18312,Ga0495405
18313,Ga0207561
18314,Ga0137447
18315,Ga0153931
18316,Ga0074605
18317,Ga0209958
18318,Ga0209721
18319,Ga0265294
18320,Ga0453226
18321,Ga0243765
18322,Ga0116148
18323,Ga0105128
18324,Ga0209051
18325,Ga0209050
18326,Ga0373946
18327,Ga0395698
18328,Ga0070747
18329,Ga0122792
18330,Ga0373636
18331,Ga0181519
18332,Ga0208912
18333,Ga0497531
18334,Ga0395987
18335,Ga0004692
18336,Ga0207607
18337,Ga0364933
18338,Ga0099825
18339,Ga0167633
18340,Ga0182735
18341,Ga0122238
18342,Ga0208410
18343,Ga0187908
18344,Ga0211500
18345,Ga0243272
18346,Ga0169614
18347,Ga0214227
18348,Ga0103267
18349,Ga0116816
18350,Ga0055443
18351,Ga0373895
18352,Ga0450725
18353,Ga0121121
18354,Ga0210043
18355,Ga0209672
18356,Ga0209472
18357,Ga0075325
18358,Ga0207938
18359,Ga0005846
18360,Ga0494486
18361,Ga0208741
18362,Ga0494173
18363,Ga0439446
18364,Ga0116230
18365,Ga0121703
18366,Ga0098053
18367,Ga0003854
18368,Ga0119904
18369,Ga0068859
18370,Ga0466954
18371,Ga0255119
18372,Ga0453384
18373,Ga0111457
18374,Ga0066189
18375,Ga0497580
18376,Ga0247664
18377,Ga0435307
18378,Ga0392393
18379,Ga0181339
18380,Ga0007017
18381,Ga0169209
18382,Ga0318554
18383,Ga0026286
18384,Ga0074394
18385,Ga0122761
18386,Ga0495426
18387,Ga0233393
18388,Ga0376687
18389,Ga0496060
18390,Ga0208316
18391,Ga0105108
18392,Ga0211637
18393,Ga0500127
18394,Ga0055462
18395,Ga0255211
18396,Ga0224505
18397,Ga0157329
18398,Ga0456139
18399,Ga0005106
18400,Ga0456014
18401,Ga0456273
18402,Ga0436476
18403,Ga0208241
18404,Ga0105760
18405,Ga0501118
18406,Ga0121554
18407,Ga0118144
18408,Ga0494562
18409,Ga0134606
18410,Ga0497383
18411,Ga0467055
18412,Ga0494059
18413,Ga0008635
18414,Ga0233391
18415,Ga0169685
18416,Ga0245813
18417,Ga0169808
18418,Ga0307937
18419,Ga0049118
18420,Ga0428466
18421,Ga0450796
18422,Ga0105247
18423,Ga0482168
18424,Ga0207780
18425,Ga0209233
18426,Ga0373924
18427,Ga0308160
18428,Ga0025733
18429,Ga0055471
18430,Ga0451693
18431,Ga0239579
18432,Ga0247805
18433,Ga0302189
18434,Ga0318511
18435,Ga0120868
18436,Ga0208531
18437,Ga0244197
18438,Ga0236716
18439,Ga0136553
18440,Ga0495500
18441,Ga0137425
18442,Ga0120116
18443,Ga0494781
18444,Ga0494731
18445,Ga0484743
18446,Ga0453236
18447,Ga0359901
18448,Ga0207454
18449,Ga0160438
18450,Ga0316604
18451,Ga0455997
18452,Ga0307438
18453,Ga0395704
18454,Ga0169813
18455,Ga0373560
18456,Ga0209675
18457,Ga0450711
18458,Ga0118481
18459,Ga0007245
18460,Ga0209123
18461,Ga0494766
18462,Ga0316575
18463,Ga0206124
18464,Ga0208942
18465,Ga0454613
18466,Ga0335394
18467,Ga0008888
18468,Ga0392287
18469,Ga0401363
18470,Ga0169188
18471,Ga0208581
18472,Ga0224525
18473,Ga0137475
18474,Ga0136260
18475,Ga0157314
18476,Ga0041053
18477,Ga0428243
18478,Ga0007855
18479,Ga0455987
18480,Ga0335011
18481,Ga0306903
18482,Ga0105526
18483,Ga0209109
18484,Ga0394815
18485,Ga0306888
18486,Ga0208681
18487,Ga0217543
18488,Ga0119803
18489,Ga0208204
18490,Ga0118656
18491,Ga0181387
18492,Ga0309767
18493,Ga0066461
18494,Ga0247047
18495,Ga0326481
18496,Ga0450786
18497,Ga0436647
18498,Ga0003602
18499,Ga0104942
18500,Ga0073930
18501,Ga0314834
18502,Ga0181465
18503,Ga0494212
18504,Ga0453970
18505,Ga0002550
18506,Ga0209440
18507,Ga0372960
18508,Ga0026507
18509,Ga0307418
18510,Ga0497095
18511,Ga0208416
18512,Ga0373934
18513,Ga0118203
18514,Ga0373474
18515,Ga0007665
18516,Ga0000813
18517,Ga0114317
18518,Ga0168725
18519,Ga0242787
18520,Ga0184639
18521,Ga0210058
18522,Ga0494741
18523,Ga0467061
18524,Ga0207820
18525,Ga0484004
18526,Ga0010972
18527,Ga0209736
18528,Ga0120324
18529,Ga0105548
18530,Ga0502579
18531,Ga0265332
18532,Ga0007875
18533,Ga0001977
18534,Ga0193951
18535,Ga0484754
18536,Ga0427951
18537,Ga0118452
18538,Ga0428275
18539,Ga0121422
18540,Ga0484799
18541,Ga0373103
18542,Ga0207921
18543,Ga0453712
18544,Ga0134565
18545,Ga0245060
18546,Ga0495495
18547,Ga0245237
18548,Ga0187784
18549,Ga0169663
18550,Ga0500134
18551,Ga0122199
18552,Ga0484712
18553,Ga0115191
18554,Ga0255764
18555,Ga0370481
18556,Ga0118002
18557,Ga0181526
18558,Ga0335066
18559,Ga0268305
18560,Ga0217554
18561,Ga0193963
18562,Ga0193980
18563,Ga0121525
18564,Ga0334969
18565,Ga0427924
18566,Ga0136653
18567,Ga0506506
18568,Ga0247723
18569,Ga0068863
18570,Ga0181455
18571,Ga0082248
18572,Ga0497113
18573,Ga0393586
18574,Ga0007792
18575,Ga0494366
18576,Ga0137361
18577,Ga0307279
18578,Ga0118184
18579,Ga0456328
18580,Ga0316221
18581,Ga0168615
18582,Ga0496095
18583,Ga0120742
18584,Ga0210143
18585,Ga0066695
18586,Ga0001955
18587,Ga0455793
18588,Ga0207652
18589,Ga0135147
18590,Ga0193749
18591,Ga0238598
18592,Ga0194138
18593,Ga0005043
18594,Ga0208780
18595,Ga0163224
18596,Ga0114166
18597,Ga0214219
18598,Ga0222429
18599,Ga0208840
18600,Ga0495660
18601,Ga0008832
18602,Ga0187862
18603,Ga0491417
18604,Ga0008847
18605,Ga0068476
18606,Ga0485165
18607,Ga0209071
18608,Ga0272440
18609,Ga0209390
18610,Ga0209890
18611,Ga0210051
18612,Ga0102738
18613,Ga0058698
18614,Ga0217506
18615,Ga0454638
18616,Ga0070677
18617,Ga0003851
18618,Ga0118586
18619,Ga0451511
18620,Ga0394211
18621,Ga0208552
18622,Ga0255095
18623,Ga0209846
18624,Ga0212027
18625,Ga0454702
18626,Ga0115376
18627,Ga0272441
18628,Ga0007029
18629,Ga0495537
18630,Ga0245007
18631,Ga0065724
18632,Ga0206678
18633,Ga0498799
18634,Ga0315332
18635,Ga0012422
18636,Ga0209331
18637,Ga0209330
18638,Ga0211568
18639,Ga0233368
18640,Ga0257110
18641,Ga0157336
18642,Ga0244901
18643,Ga0302302
18644,Ga0011167
18645,Ga0181520
18646,Ga0007232
18647,Ga0102865
18648,Ga0208253
18649,Ga0122014
18650,Ga0310730
18651,Ga0466946
18652,Ga0438315
18653,Ga0207568
18654,Ga0066438
18655,Ga0335261
18656,Ga0004453
18657,Ga0187871
18658,Ga0334842
18659,Ga0451611
18660,Ga0501071
18661,Ga0209900
18662,Ga0302144
18663,Ga0136621
18664,Ga0208163
18665,Ga0137334
18666,Ga0451638
18667,Ga0049111
18668,Ga0111080
18669,Ga0118601
18670,Ga0302079
18671,Ga0169630
18672,Ga0169171
18673,Ga0453142
18674,Ga0501067
18675,Ga0208083
18676,Ga0209801
18677,Ga0245211
18678,Ga0374185
18679,Ga0003466
18680,Ga0123328
18681,Ga0255782
18682,Ga0494530
18683,Ga0456333
18684,Ga0180015
18685,Ga0153995
18686,Ga0007667
18687,Ga0257115
18688,Ga0168611
18689,Ga0243733
18690,Ga0242808
18691,Ga0392323
18692,Ga0212090
18693,Ga0456360
18694,Ga0004276
18695,Ga0257023
18696,Ga0228599
18697,Ga0302291
18698,Ga0118048
18699,Ga0243804
18700,Ga0136619
18701,Ga0428172
18702,Ga0373483
18703,Ga0207976
18704,Ga0121549
18705,Ga0105659
18706,Ga0450771
18707,Ga0207691
18708,Ga0079995
18709,Ga0134398
18710,Ga0302209
18711,Ga0208497
18712,Ga0307429
18713,Ga0183669
18714,Ga0007825
18715,Ga0069000
18716,Ga0181814
18717,Ga0078892
18718,Ga0245112
18719,Ga0456008
18720,Ga0137404
18721,Ga0184605
18722,Ga0309763
18723,Ga0243768
18724,Ga0121520
18725,Ga0466478
18726,Ga0451521
18727,Ga0007872
18728,Ga0167631
18729,Ga0010832
18730,Ga0105745
18731,Ga0066602
18732,Ga0207890
18733,Ga0485468
18734,Ga0466319
18735,Ga0003592
18736,Ga0499968
18737,Ga0207617
18738,Ga0453133
18739,Ga0181576
18740,Ga0194062
18741,Ga0500036
18742,Ga0428175
18743,Ga0244072
18744,Ga0256801
18745,Ga0450685
18746,Ga0169848
18747,Ga0153980
18748,Ga0167635
18749,Ga0003640
18750,Ga0245295
18751,Ga0495688
18752,Ga0310740
18753,Ga0005840
18754,Ga0318508
18755,Ga0257168
18756,Ga0003582
18757,Ga0121413
18758,Ga0209587
18759,Ga0209817
18760,Ga0209476
18761,Ga0181594
18762,Ga0334911
18763,Ga0500097
18764,Ga0209246
18765,Ga0121139
18766,Ga0501033
18767,Ga0208458
18768,Ga0026097
18769,Ga0181338
18770,Ga0335035
18771,Ga0114994
18772,Ga0103270
18773,Ga0135354
18774,Ga0302258
18775,Ga0302214
18776,Ga0265314
18777,Ga0209678
18778,Ga0121216
18779,Ga0207643
18780,Ga0222697
18781,Ga0210036
18782,Ga0208164
18783,Ga0497103
18784,Ga0453176
18785,Ga0373574
18786,Ga0246656
18787,Ga0495513
18788,Ga0115187
18789,Ga0244821
18790,Ga0209078
18791,Ga0435338
18792,Ga0428174
18793,Ga0056111
18794,Ga0453899
18795,Ga0169720
18796,Ga0181355
18797,Ga0122281
18798,Ga0495598
18799,Ga0208134
18800,Ga0210410
18801,Ga0494804
18802,Ga0209557
18803,Ga0224565
18804,Ga0310771
18805,Ga0122100
18806,Ga0153950
18807,Ga0529888
18808,Ga0209667
18809,Ga0455927
18810,Ga0302287
18811,Ga0308025
18812,Ga0153948
18813,Ga0182748
18814,Ga0526470
18815,Ga0400311
18816,Ga0453665
18817,Ga0428338
18818,Ga0070741
18819,Ga0208278
18820,Ga0211572
18821,Ga0494169
18822,Ga0255099
18823,Ga0075014
18824,Ga0484777
18825,Ga0494515
18826,Ga0211515
18827,Ga0011725
18828,Ga0500005
18829,Ga0120993
18830,Ga0122089
18831,Ga0208382
18832,Ga0209250
18833,Ga0395736
18834,Ga0428268
18835,Ga0129309
18836,Ga0209862
18837,Ga0122296
18838,Ga0169665
18839,Ga0119928
18840,Ga0436675
18841,Ga0501128
18842,Ga0121192
18843,Ga0497389
18844,Ga0115605
18845,Ga0102632
18846,Ga0116116
18847,Ga0484937
18848,Ga0485926
18849,Ga0118316
18850,Ga0428135
18851,Ga0207707
18852,Ga0063037
18853,Ga0068858
18854,Ga0224898
18855,Ga0137459
18856,Ga0190366
18857,Ga0244098
18858,Ga0456305
18859,Ga0494521
18860,Ga0244073
18861,Ga0102733
18862,Ga0428212
18863,Ga0504776
18864,Ga0008640
18865,Ga0126380
18866,Ga0135169
18867,Ga0209121
18868,Ga0244921
18869,Ga0007647
18870,Ga0392298
18871,Ga0073935
18872,Ga0208219
18873,Ga0066414
18874,Ga0182233
18875,Ga0209080
18876,Ga0308412
18877,Ga0121259
18878,Ga0494056
18879,Ga0494168
18880,Ga0122820
18881,Ga0485901
18882,Ga0134414
18883,Ga0062442
18884,Ga0117964
18885,Ga0483995
18886,Ga0114852
18887,Ga0211659
18888,Ga0066633
18889,Ga0451493
18890,Ga0222638
18891,Ga0137445
18892,Ga0435287
18893,Ga0456291
18894,Ga0001940
18895,Ga0453733
18896,Ga0456118
18897,Ga0135222
18898,Ga0026323
18899,Ga0116699
18900,Ga0098036
18901,Ga0135145
18902,Ga0451629
18903,Ga0306870
18904,Ga0435300
18905,Ga0193598
18906,Ga0115372
18907,Ga0066692
18908,Ga0120384
18909,Ga0268360
18910,Ga0167642
18911,Ga0497539
18912,Ga0480581
18913,Ga0439450
18914,Ga0302186
18915,Ga0506491
18916,Ga0207825
18917,Ga0193694
18918,Ga0209619
18919,Ga0208117
18920,Ga0001962
18921,Ga0118616
18922,Ga0122765
18923,Ga0118461
18924,Ga0451728
18925,Ga0116147
18926,Ga0194112
18927,Ga0208957
18928,Ga0208279
18929,Ga0073911
18930,Ga0168649
18931,Ga0335113
18932,Ga0450753
18933,Ga0003463
18934,Ga0002589
18935,Ga0496010
18936,Ga0137458
18937,Ga0306901
18938,Ga0428258
18939,Ga0242448
18940,Ga0208352
18941,Ga0370526
18942,Ga0120112
18943,Ga0326756
18944,Ga0116220
18945,Ga0193969
18946,Ga0026189
18947,Ga0255204
18948,Ga0172378
18949,Ga0395858
18950,Ga0007032
18951,Ga0485924
18952,Ga0307294
18953,Ga0119924
18954,Ga0255112
18955,Ga0005048
18956,Ga0217559
18957,Ga0211556
18958,Ga0453180
18959,Ga0213832
18960,Ga0247798
18961,Ga0118351
18962,Ga0395733
18963,Ga0207982
18964,Ga0118570
18965,Ga0435354
18966,Ga0376443
18967,Ga0075473
18968,Ga0079046
18969,Ga0114920
18970,Ga0484781
18971,Ga0451741
18972,Ga0101642
18973,Ga0456137
18974,Ga0121480
18975,Ga0238493
18976,Ga0114022
18977,Ga0376652
18978,Ga0456024
18979,Ga0073905
18980,Ga0123331
18981,Ga0428370
18982,Ga0400334
18983,Ga0498744
18984,Ga0117855
18985,Ga0119801
18986,Ga0247142
18987,Ga0101661
18988,Ga0000790
18989,Ga0214229
18990,Ga0206680
18991,Ga0104789
18992,Ga0105078
18993,Ga0118552
18994,Ga0395846
18995,Ga0244094
18996,Ga0208616
18997,Ga0134315
18998,Ga0075288
18999,Ga0026721
19000,Ga0208182
19001,Ga0237901
19002,Ga0256747
19003,Ga0467023
19004,Ga0335337
19005,Ga0122832
19006,Ga0188685
19007,Ga0222623
19008,Ga0208468
19009,Ga0377182
19010,Ga0257149
19011,Ga0118022
19012,Ga0236643
19013,Ga0137350
19014,Ga0075481
19015,Ga0118096
19016,Ga0455812
19017,Ga0002536
19018,Ga0100238
19019,Ga0335012
19020,Ga0005635
19021,Ga0208496
19022,Ga0207933
19023,Ga0308006
19024,Ga0247778
19025,Ga0373890
19026,Ga0334811
19027,Ga0101561
19028,Ga0307492
19029,Ga0118626
19030,Ga0187860
19031,Ga0428108
19032,Ga0498916
19033,Ga0169454
19034,Ga0318496
19035,Ga0453163
19036,Ga0102940
19037,Ga0208908
19038,Ga0026430
19039,Ga0485522
19040,Ga0318518
19041,Ga0122755
19042,Ga0246687
19043,Ga0302163
19044,Ga0005849
19045,Ga0075352
19046,Ga0499541
19047,Ga0079973
19048,Ga0055452
19049,Ga0006048
19050,Ga0115377
19051,Ga0502754
19052,Ga0182741
19053,Ga0153991
19054,Ga0428369
19055,Ga0376050
19056,Ga0395850
19057,Ga0436434
19058,Ga0451389
19059,Ga0006605
19060,Ga0455916
19061,Ga0372952
19062,Ga0395714
19063,Ga0068493
19064,Ga0482240
19065,Ga0495367
19066,Ga0244975
19067,Ga0453175
19068,Ga0453684
19069,Ga0206677
19070,Ga0066418
19071,Ga0334846
19072,Ga0307378
19073,Ga0075276
19074,Ga0210017
19075,Ga0207524
19076,Ga0193984
19077,Ga0055441
19078,Ga0026034
19079,Ga0255220
19080,Ga0209748
19081,Ga0122277
19082,Ga0214225
19083,Ga0484003
19084,Ga0255166
19085,Ga0246111
19086,Ga0211672
19087,Ga0427876
19088,Ga0268278
19089,Ga0135274
19090,Ga0117975
19091,Ga0118550
19092,Ga0075019
19093,Ga0118555
19094,Ga0131750
19095,Ga0497312
19096,Ga0310361
19097,Ga0311371
19098,Ga0183660
19099,Ga0134576
19100,Ga0168849
19101,Ga0181315
19102,Ga0121214
19103,Ga0455931
19104,Ga0073910
19105,Ga0255068
19106,Ga0180086
19107,Ga0075274
19108,Ga0118477
19109,Ga0098059
19110,Ga0453967
19111,Ga0208517
19112,Ga0495561
19113,Ga0499963
19114,Ga0114986
19115,Ga0482247
19116,Ga0373637
19117,Ga0307322
19118,Ga0209230
19119,Ga0182208
19120,Ga0102824
19121,Ga0501143
19122,Ga0209685
19123,Ga0485292
19124,Ga0306886
19125,Ga0131748
19126,Ga0114873
19127,Ga0102899
19128,Ga0184638
19129,Ga0122209
19130,Ga0484822
19131,Ga0068682
19132,Ga0335073
19133,Ga0075015
19134,Ga0104980
19135,Ga0496598
19136,Ga0247793
19137,Ga0456047
19138,Ga0187774
19139,Ga0466953
19140,Ga0118224
19141,Ga0119918
19142,Ga0208463
19143,Ga0211681
19144,Ga0364548
19145,Ga0116123
19146,Ga0243236
19147,Ga0003859
19148,Ga0188425
19149,Ga0210067
19150,Ga0003857
19151,Ga0181522
19152,Ga0209563
19153,Ga0299915
19154,Ga0228698
19155,Ga0222665
19156,Ga0497526
19157,Ga0179589
19158,Ga0395773
19159,Ga0157284
19160,Ga0209922
19161,Ga0315911
19162,Ga0335247
19163,Ga0122185
19164,Ga0134102
19165,Ga0102675
19166,Ga0243800
19167,Ga0394081
19168,Ga0117839
19169,Ga0255054
19170,Ga0213877
19171,Ga0114963
19172,Ga0118567
19173,Ga0105060
19174,Ga0456265
19175,Ga0315906
19176,Ga0194021
19177,Ga0494127
19178,Ga0314848
19179,Ga0114088
19180,Ga0501187
19181,Ga0208285
19182,Ga0135324
19183,Ga0211513
19184,Ga0055488
19185,Ga0302283
19186,Ga0066697
19187,Ga0427895
19188,Ga0245239
19189,Ga0169447
19190,Ga0208909
19191,Ga0002566
19192,Ga0105097
19193,Ga0314837
19194,Ga0182123
19195,Ga0208594
19196,Ga0316208
19197,Ga0428082
19198,Ga0101673
19199,Ga0395867
19200,Ga0371436
19201,Ga0485453
19202,Ga0310724
19203,Ga0118023
19204,Ga0456065
19205,Ga0194014
19206,Ga0244894
